,Ticker,Headers,Date,Time
0,AAPL,Warren Buffett Stocks: What's Inside Berkshire Hathaway's Portfolio?,Feb-24-22,02:11PM
1,AAPL,"Siri has got a new, less gendered voice",Feb-24-22,01:25PM
2,AAPL,NYC Marathon Returns to Full Capacity; H.K. Curbs: Virus Update,Feb-24-22,01:04PM
3,AAPL,Are tech stocks now a screaming buy?,Feb-24-22,01:00PM
4,AAPL,"Would Apple, Amazon and others go through with their billion-dollar-plus new campuses? Not sure anymore.",Feb-24-22,12:30PM
5,AAPL,Ukraine Crisis Sends Tech Stocks to Bear-Market Levels for First Time in Two Years,Feb-24-22,11:58AM
6,AAPL,"Why Nvidia, Apple, and Fastly Stocks Are All Falling Today",Feb-24-22,11:07AM
7,AAPL,Stratasys (SSYS) Q4 Earnings and Revenues Beat Estimates,Feb-24-22,10:53AM
8,AAPL,4 Dow Jones Stocks To Buy And Watch In February 2022: Apple Dives,Feb-24-22,10:42AM
9,AAPL,Top Millennial And Gen Z Stock Picks From Tesla To Apple: Should You Buy Them Too?,Feb-24-22,10:23AM
10,AAPL,Brookfield Renewable Sees an Enormous Opportunity in Helping Companies Go Green,Feb-24-22,09:45AM
11,AAPL,Big Tech Tumbles. Nasdaq 100 Enters a Bear Market After Russia Attacks Ukraine.,Feb-24-22,09:41AM
12,AAPL,2 Stocks to Buy From the Flourishing Computer Industry,Feb-24-22,09:39AM
13,AAPL,Apple's $3 Trillion Journey,Feb-24-22,09:33AM
14,AAPL,Factories sprout across once-rural Williamson County,Feb-24-22,09:19AM
15,AAPL,ANSYS (ANSS) Q4 Earnings and Revenues Surpass Estimates,Feb-24-22,08:54AM
16,AAPL,"NetApp (NTAP) Q3 Earnings & Revenues Top Estimates, Up Y/Y",Feb-24-22,08:31AM
17,AAPL,Why Streaming Services Are Gaining Subscribers But Struggling to Keep Them,Feb-24-22,07:30AM
18,AAPL,1 Big Reason You Shouldn't Bet Against Meta,Feb-24-22,07:04AM
19,AAPL,How Is the Nasdaq Only Down 16.5% While So Many Stocks Are Crashing?,Feb-24-22,06:55AM
20,AAPL,Chinas Tencent Unveils Goal to Run on 100% Green Energy by 2030,Feb-24-22,01:16AM
21,AAPL,"Chip Supplier to Apple, Intel Warns of Tight Capacity Till 2027",Feb-23-22,09:40PM
22,AAPL,Cloudflare to Buy Area 1 Security in Push to Protect Against Phishing Emails,Feb-23-22,04:30PM
23,AAPL,Is Now the Right Time to Buy Big Tech Stocks?,Feb-23-22,03:15PM
24,AAPL,Spotify Gambles on Cars to Outplay Apple,Feb-23-22,01:01PM
25,AAPL,Meta Is Building a Digital Voice Assistant for Metaverse Push,Feb-23-22,12:10PM
26,AAPL,Spotify Gambles on Cars to Drive Profits,Feb-23-22,11:28AM
27,AAPL,Palo Alto Networks (PANW) Q2 Earnings & Revenues Top Estimates,Feb-23-22,11:14AM
28,AAPL,Blackbaud (BLKB) Q4 Earnings and Revenues Beat Estimates,Feb-23-22,10:46AM
29,AAPL,"Europe, U.S. Levy Financial Sanctions Against Russia",Feb-23-22,10:34AM
30,AAPL,"Cadence (CDNS) Q4 Earnings & Revenues Top Estimates, Shares Up",Feb-23-22,10:24AM
31,AAPL,Market check: Stocks recover at open after Tuesday's sell-off,Feb-23-22,09:57AM
32,AAPL,"UPDATE 1-EU's Vestager says tech giants may prefer fines to compliance, cites Apple",Feb-23-22,09:53AM
33,AAPL,FOMO May Lift Megacap Stocks When the Market Turns,Feb-23-22,09:53AM
34,AAPL,This Cheap Tech Stock Could Explode Soon,Feb-23-22,09:47AM
35,AAPL,"Higher oil prices are going to stay amid drawn-out Russia-Ukraine crisis, strategist says",Feb-23-22,09:46AM
36,AAPL,Hedge funds are hating on tech stocks,Feb-23-22,08:26AM
37,AAPL,9 best key finders to help you track down your stuff,Feb-23-22,06:41AM
38,AAPL,"EU's Vestager says tech giants may prefer fines to compliance, cites Apple",Feb-23-22,06:35AM
39,AAPL,"EU's Vestager says tech giants may prefer fines to compliance, cites Apple",Feb-23-22,06:27AM
40,AAPL,Why Digital World Acquisition Stock Jumped Today,Feb-22-22,05:20PM
41,AAPL,"Apple Stores Drop Mask Mandates, Plan Return of In-Store Classes",Feb-22-22,04:37PM
42,AAPL,"Why Apple, Appian, and Lemonade Stocks Are Falling Tuesday",Feb-22-22,03:10PM
43,AAPL,Want to Get Richer? 5 Best Stocks to Buy Now and Hold Forever,Feb-22-22,11:30AM
44,AAPL,"Today's Market: Russian Troops Enter Ukraine, Meritor Surges 45%, Oil Hits $96",Feb-22-22,10:57AM
45,AAPL,3 Stocks to Invest in Virtual Reality,Feb-22-22,10:23AM
46,AAPL,Is Roku Stock a Buy Now?,Feb-22-22,09:47AM
47,AAPL,"Read How JPMorgan Views Meta, Apple, Amazon, Netflix",Feb-22-22,09:42AM
48,AAPL,Trump's Truth Social downloaded 170k times on Apple App Store - Apptopia,Feb-22-22,09:05AM
49,AAPL,Could Unity Software Become the Next Apple?,Feb-22-22,09:03AM
50,AAPL,"Dubsmash, No Match for TikTok, Dies Quietly After a Run at Viral Fame",Feb-22-22,09:00AM
51,AAPL,Dow Jones Futures Slash Losses: Putin Recognizes Ukraine Separatist Regions; Germany Halts Nord Stream 2 Pipeline,Feb-22-22,08:15AM
52,AAPL,Investing like a recession is coming makes no sense: strategist,Feb-22-22,06:54AM
53,AAPL,The Under-the-Radar Stock Warren Buffett Has Spent $51 Billion Buying Over 3 Years,Feb-22-22,05:05AM
54,AAPL,"Apple Supplier Luxshare Eyes $2 Billion For Device, EV Expansion",Feb-21-22,07:00PM
55,AAPL,"Tech Stocks Roundup: Wage Wars at Apple; plus, Crypto's Trust Troubles",Feb-21-22,06:09PM
56,AAPL,"Apple, Hilton Lead Five Stocks Near Buy Points Flashing This Bullish Signal",Feb-21-22,04:42PM
57,AAPL,Why Apple (NASDAQ:AAPL) Can Create More Value Than Expected - Evaluating Key Fundamental Drivers,Feb-21-22,04:38PM
58,AAPL,Dow Jones Futures Fall; Putin Recognizes Ukraine Separatist Regions; Biden Summit Doubts Grow,Feb-21-22,04:25PM
59,AAPL,10 Tech Stocks to Buy According to Nathan Przybylos L2 Asset Management,Feb-21-22,03:22PM
60,AAPL,Rokus market decline is tied to big techs streaming success,Feb-21-22,02:34PM
61,AAPL,British regulator wades into Sir Nick Cleggs battle with Google,Feb-21-22,12:21PM
62,AAPL,UPDATE 1-Dutch consumer watchdog gives Apple fifth $5.7 mln fine in App Store dispute,Feb-21-22,10:15AM
63,AAPL,Apple supplier Luxshare plans share issue to fund new production lines,Feb-21-22,09:41AM
64,AAPL,Saudi Aramco Sees Good Signs Oil Demands Rising as Shares Hit Record,Feb-21-22,09:36AM
65,AAPL,Dutch consumer watchdog gives Apple fifth $5.7 million fine in App Store dispute,Feb-21-22,09:26AM
66,AAPL,Better Metaverse Stock: Apple vs. Microsoft,Feb-21-22,09:24AM
67,AAPL,UPDATE 1-Trump's Truth Social tops downloads on Apple App Store; many waitlisted,Feb-21-22,09:21AM
68,AAPL,Truth Social: Donald Trumps social media platform goes live as users complain of huge wait-list to enter,Feb-21-22,08:36AM
69,AAPL,10 Best Metaverse ETFs To Buy,Feb-21-22,08:16AM
70,AAPL,2 Top Buffett Stocks to Buy and Hold for the Long Haul,Feb-21-22,06:50AM
71,AAPL,Trump's Truth Social tops downloads on Apple App Store; many waitlisted,Feb-21-22,01:01AM
72,AAPL,Trump's Truth Social app launches on Apple App Store,Feb-21-22,12:54AM
73,AAPL,Apple Might Have a Wage War on Its Hands,Feb-20-22,01:32PM
74,AAPL,Can Apple Succeed Where Amazon Has Struggled?,Feb-20-22,11:35AM
75,AAPL,Apple May Have a Wage War On Its Hands,Feb-20-22,09:06AM
76,AAPL,Dow Jones Futures: Markets Await Putin's Ukraine Invasion Decision; Five Stocks That Don't Suck,Feb-20-22,08:39AM
77,AAPL,3 Unstoppable Metaverse Stocks to Buy in 2022,Feb-20-22,07:50AM
78,AAPL,3 Tech Developments Qualcomm's CFO Is Most Excited About,Feb-20-22,07:00AM
79,AAPL,Here's Warren Buffett's Favorite Metaverse Stock by Far,Feb-20-22,05:52AM
80,AAPL,The 10 Stocks That Stephen Perkins Toronado Partners Cant Live Without,Feb-20-22,12:55AM
81,AAPL,6 Anti-Trust Laws That Smart Investors Should Be Watching,Feb-19-22,07:30AM
82,AAPL,Dow Jones Futures: Market Rally Nearing Lows On Ukraine Invasion Fears; 5 Stocks That Don't Suck,Feb-18-22,07:04PM
83,AAPL,Apple store unions could jeopardize its 'caring' reputation,Feb-18-22,05:14PM
84,AAPL,ISS supports Apple shareholder proposal on forced labor,Feb-18-22,04:38PM
85,AAPL,Fords CEO Is Exploring Ways to Separate Its EV Business to Unlock Tesla-Like Value,Feb-18-22,04:19PM
86,AAPL,Frances Haugen takes us inside Meta HQ,Feb-18-22,02:40PM
87,AAPL,"Apple is more responsible than Meta, says whistleblower Frances Haugen",Feb-18-22,01:05PM
88,AAPL,3 Stocks That Could Be Worth More Than Apple by 2035,Feb-18-22,11:47AM
89,AAPL,Frances Haugen explains why Apple is more responsible than Meta,Feb-18-22,11:23AM
90,AAPL,"Russia-Ukraine Tension Continues; Meta Down 40% YTD; Nvidia, Tesla Continue to Drop",Feb-18-22,10:59AM
91,AAPL,EPAM Systems' (EPAM) Q4 Earnings and Revenue Beat Estimates,Feb-18-22,10:26AM
92,AAPL,Tim Cook got a 500% pay raise last year. Now Apple store employees are considering unionization,Feb-18-22,10:17AM
93,AAPL,Market check: Stocks mixed at open as volatility spikes,Feb-18-22,10:02AM
94,AAPL,"Iridium (IRDM) Q4 Earnings Meet Estimates, Revenues Up Y/Y",Feb-18-22,10:00AM
95,AAPL,Apple store employees look to unionize in 2 locations,Feb-18-22,09:59AM
96,AAPL,The Best Bargains in Megacap Tech Now,Feb-18-22,09:54AM
97,AAPL,Is The Trade Desk Stock a Buy Now?,Feb-18-22,09:35AM
98,AAPL,"How Apple Makes Money: iPhones, iPads, Macs, and Services",Feb-18-22,09:20AM
99,AAPL,U.S. Apple store workers working to unionize - Washington Post,Feb-18-22,08:27AM
100,TSLA,Tesla Looks Ready to Accelerate to the Upside,Feb-24-22,02:09PM
101,TSLA,Tesla Stock Alert: How to Trade It With Rising Geopolitical Risks,Feb-24-22,02:03PM
102,TSLA,"Musk, Tesla Denied Court Hearing Over Alleged SEC Harassment",Feb-24-22,01:31PM
103,TSLA,"Tesla, Ford and General Motors Get Some Very Sobering News",Feb-24-22,01:22PM
104,TSLA,Are tech stocks now a screaming buy?,Feb-24-22,01:00PM
105,TSLA,"Tenneco (TEN) Lags on Q4 Earnings, Announces Its Buyout by Apollo",Feb-24-22,12:19PM
106,TSLA,This Option Trade Takes Advantage Of Tesla Stock's Struggles,Feb-24-22,11:27AM
107,TSLA,This Isn't a Buying Opportunity for Equities,Feb-24-22,11:17AM
108,TSLA,Is Rivian Stock A Buy As Georgia Officials Swoop In To Aid In Plant Construction?,Feb-24-22,11:08AM
109,TSLA,Tesla's Elon Musk No Longer the $200 Billion Man,Feb-24-22,11:08AM
110,TSLA,Top Millennial And Gen Z Stock Picks From Tesla To Apple: Should You Buy Them Too?,Feb-24-22,10:23AM
111,TSLA,Tesla Stock Is Plunging. Its Probably Musks Twitter This Time.,Feb-24-22,10:21AM
112,TSLA,Dow Jones Dives As Russia Attacks Ukraine; Tesla Collapses,Feb-24-22,09:34AM
113,TSLA,Factories sprout across once-rural Williamson County,Feb-24-22,09:19AM
114,TSLA,Dow Jones Futures Plunge As Russia Invades Ukraine; Crude Oil Prices Soar,Feb-24-22,08:27AM
115,TSLA,10 Best Hot Stocks To Buy Right Now,Feb-24-22,08:26AM
116,TSLA,Exclusive-Tesla plans new Shanghai plant to more than double China capacity - sources,Feb-24-22,06:30AM
117,TSLA,Ford Stock Slides As CEO Jim Farley Says 'No Plans' To Spin-Off EV Division,Feb-24-22,06:01AM
118,TSLA,Ukraine-Russia crisis won't stop Fed from jacking up interest rates: Goldman Sachs,Feb-24-22,06:00AM
119,TSLA,"eBay, AB Inbev, Tesla, and Moderna Fall Premarket",Feb-24-22,02:38AM
120,TSLA,Dow Jones Futures Plunge As Putin Launches Russian Military Attack Vs. Ukraine; Stock Market At 2022 Lows,Feb-24-22,12:12AM
121,TSLA,Electric Vehicles Take Charge in 2022,Feb-23-22,10:52PM
122,TSLA,The $200 Billion Club Loses Last Member as Elon Musks Wealth Tumbles,Feb-23-22,06:36PM
123,TSLA,Tesla Is Reviving Old School Battery Technology,Feb-23-22,06:00PM
124,TSLA,Tesla Model Y Wins EV Award but Dont Forget Fords Mustang Mach E,Feb-23-22,04:19PM
125,TSLA,Is Elon Musk Building a Case Against One of Tesla's Top Regulators?,Feb-23-22,04:02PM
126,TSLA,Lucid Stock Falls on First Recall. This One Isnt Going to Be Fixed With Software.,Feb-23-22,03:36PM
127,TSLA,ARK Innovation: Feast or Famine?,Feb-23-22,02:30PM
128,TSLA,"Inflation Tops List of Investors' Concerns, Survey Says",Feb-23-22,01:45PM
129,TSLA,"After years of pollution violations, Tesla is fined $275,000 by the EPA",Feb-23-22,01:28PM
130,TSLA,"Water, Legal Challenge Could Derail Tesla's Growth",Feb-23-22,01:26PM
131,TSLA,Electric Vehicle Checkpoint: Americans finally plug in to EVs,Feb-23-22,11:46AM
132,TSLA,"Nio Stock A Buy? China EV Startup Will Double Its Lineup Of Electric Cars, Challenging Tesla",Feb-23-22,11:38AM
133,TSLA,"Elon Musk accuses WH of ignoring Tesla, Amazon sues two companies, Facebook expands Reels globally",Feb-23-22,11:06AM
134,TSLA,Cathie Wood is Doubling Down on These 10 Stocks Despite Losses,Feb-23-22,10:59AM
135,TSLA,Lucid Stock Falls on First Recall. This One Isnt Going to Be Fixed With Software.,Feb-23-22,10:55AM
136,TSLA,10 Auto Companies that Sold the Most EVs in 2021,Feb-23-22,10:33AM
137,TSLA,These Are The 5 Best EV Stocks To Buy And Watch Now,Feb-23-22,10:23AM
138,TSLA,Market check: Stocks recover at open after Tuesday's sell-off,Feb-23-22,09:57AM
139,TSLA,"Dow Jones Climbs After Stock Market Sell-Off; Apple, Tesla Rebound",Feb-23-22,09:33AM
140,TSLA,EU Unveils Rules to Force Firms to Share Product Usage Data,Feb-23-22,09:30AM
141,TSLA,Cummins (CMI) to Takeover Meritor (MTOR) in $3.7 Billion Deal,Feb-23-22,09:03AM
142,TSLA,Tesla faces day of reckoning on water supply for planned German plant,Feb-23-22,08:43AM
143,TSLA,Dow Jones Futures Rise With Market Rally Near Lows; Biden Targets Russia For Ukraine Invasion,Feb-23-22,08:16AM
144,TSLA,"2 Unstoppable Electric Vehicle Stocks With 84% to 156% Upside, Says Wall Street",Feb-23-22,07:30AM
145,TSLA,"3 Ultra-Popular Stocks That Can Plummet Up to 65%, According to Wall Street",Feb-23-22,05:51AM
146,TSLA,Elon Musk is still upset that Biden is ignoring Teslabut promises he wont embarrass the president if they meet,Feb-23-22,05:04AM
147,TSLA,Tesla to expand parts production in Shanghai to meet export demand -document,Feb-23-22,03:53AM
148,TSLA,Tesla to expand parts production in Shanghai to meet export demand -document,Feb-23-22,03:49AM
149,TSLA,China Crackdown Risk Roars Back in Probe of Jack Mas Empire,Feb-22-22,08:49PM
150,TSLA,Elon Musk and his legal team escalate war of words with SEC,Feb-22-22,08:10PM
151,TSLA,Will CARZ ETF Gain Despite Mixed Auto Earnings?,Feb-22-22,07:00PM
